avg_loser_size_usd,avg_txs_per_position,avg_winner_size_usd,best_position_pnl_usd,biggest_position_usd,conviction_ratio,dune_label,first_buy,last_action,majors_pnl_usd,median_hold_days,n_positions,n_positions_external_inflow,n_profitable_positions,pct_flipped_same_day,pnl_excluding_best_usd,positions_never_sold,roi,still_held_value_usd,total_invested_usd,wallet,win_rate,net_pnl_all_usd,roi_all,n_positions_all,n_losers,gross_losses_usd,worst_position_usd,n_total_wipeouts,wipeout_loss_usd,n_txs_all,biggest_position_all_usd,clean_pnl_usd,clean_invested_usd,inflow_pnl_usd,n_clean_positions,n_sold_without_buying,sold_without_buying_usd,best_clean_position_usd,clean_pnl_excluding_best_usd,recent_pnl_180d_usd,recent_positions_180d,size_variation,active_hours_of_day,best_position_share,verdict
30930,4.70000000000000000,516294,1906308,2619823,16.69,,2024-02-28 21:38:53.000 UTC,2025-03-03 00:08:53.000 UTC,4217175,68,11,8,8,0.09000000000000000,2310867,0,0.84,0,5002601,6jgjS8xMLCW1vnBk9SimbjL1JTUV1U4tKNV6TfwgxdT8,0.73000000000000000,4035207,0.75,33,24,-347892,-122426,3,16455,155,2619823,1622361,1378187,2412845,25,3,84893,1006120,616242,0,0,2.85,9,0.62,pass
15970,2.50000000000000000,19834,2015466,200025,1.24,,2024-03-05 17:39:42.000 UTC,2025-11-07 14:51:13.000 UTC,2981482,27,25,11,12,0.16000000000000000,966015,0,1.63,152,1832615,2dM6wMKS2is3jpwMueXvLfCgwveMiwB1iQNowkjx3x8S,0.48000000000000000,1445888,0.21,402,294,-3649145,-200025,239,2976232,1017,200025,1533974,6570136,-88087,391,5,187555,2015466,-481492,0,0,1.62,11,1.31,REJECT: trades too often
25006,6.50000000000000000,558023,1342590,934057,22.32,,2024-10-19 20:12:38.000 UTC,2025-05-22 17:14:21.000 UTC,1494394,43,4,0,3,0.25000000000000000,151805,0,0.88,2,1695148,8xZAHBnpM6yxmhKWsmGBiVAtJe1dZ8MPb54VpJkz3imb,0.75000000000000000,1481537,0.85,6,3,-30602,-17745,0,0,39,934057,1481537,1749088,0,6,0,0,1342590,138948,0,0,1.3,7,0.91,pass
29680,3.90000000000000000,190807,1478780,1028026,6.43,,2024-11-01 20:19:33.000 UTC,2025-09-20 17:04:22.000 UTC,2767858,6,10,10,5,0.20000000000000000,1289078,0,1.09,0,2540999,DZk955eGjTwNvjZxpDwcmVmdW3awe8idpHxAinzoQPcE,0.50000000000000000,2632475,0.66,59,45,-497289,-94674,18,323575,232,1028026,1386157,2470329,1246319,49,10,110246,1478780,-92623,-561,1,2.57,13,1.07,pass
32107,7.00000000000000000,98312,1526008,1000375,3.06,,2024-05-30 05:26:55.000 UTC,2025-08-17 16:59:33.000 UTC,3739929,8,11,15,8,0.18000000000000000,2213921,0,1.44,0,2596652,HttEYe68oHQGFAxTQKFTai98ePoYgEGh37KGowqzt4JT,0.73000000000000000,3028966,0.54,107,74,-1371784,-115543,27,651803,753,1000375,1299435,4077451,1729531,92,2,27904,1526008,-226573,0,0,2.12,17,1.17,pass
57981,11.60000000000000000,105246,1423059,278676,1.82,,2024-01-12 21:22:04.000 UTC,2025-01-24 21:37:01.000 UTC,1717642,18,5,2,3,0.20000000000000000,294583,0,2.9,0,593025,Fmshfdt4iUBPp16P7idL3vEgNG9X3CkjyVjQVpwagogH,0.60000000000000000,1577636,1.48,16,13,-145795,-67218,2,14589,186,345906,1277264,1032430,300372,14,3,48920,1423059,-145795,0,0,1.63,17,1.11,pass
29494,4.50000000000000000,39729,983108,141401,1.35,,2024-01-04 09:37:45.000 UTC,2025-01-22 15:08:32.000 UTC,1595673,13,8,5,5,0.25000000000000000,612564,0,3.35,0,476831,8bbUWL8oxzibuNHAbDzG1APa2ebNQ6wun4VfPDjAbgdz,0.63000000000000000,1846281,2.53,22,14,-154413,-55669,5,77586,99,141401,1180180,649741,666101,17,3,108436,983108,197072,0,0,1.02,9,0.83,pass
37642,3.50000000000000000,39514,1022131,298306,1.05,,2024-03-14 21:01:57.000 UTC,2025-11-04 13:26:34.000 UTC,1320571,25,8,5,5,0.13000000000000000,298439,0,1.62,0,813074,F6qJ9zEigBXrD1s8gkYSPcr7tvL1xKgSdwv1jKPvjDX7,0.63000000000000000,1337631,0.89,39,22,-399626,-90816,5,51710,138,298306,1168486,1295446,169145,34,4,20377,1022131,146355,-5794,2,1.62,7,0.87,pass
1111,2.90000000000000000,34297,980457,620020,30.88,,2024-03-08 11:13:10.000 UTC,2025-01-23 20:37:26.000 UTC,1110355,17,3,2,3,0.00000000000000000,129897,0,1.74,0,638007,EBcKvhjbAhQk44umUV7ZSmAcAkxDfC8ktHFtsAUt5GTk,1.00000000000000000,1125193,1.59,68,49,-30610,-3435,23,19583,198,620020,1105028,702677,20165,66,0,0,980457,124570,0,0,7.17,5,0.89,pass
43791,2.80000000000000000,35598,1367281,75296,0.81,,2024-10-16 03:14:02.000 UTC,2025-10-01 02:51:53.000 UTC,1487791,20,3,4,3,0.33000000000000000,120509,0,10.66,0,139587,ERiV3PKhzZJqFrqMmG1iMMcEQisTiQCoHS7hgwVnjhWh,1.00000000000000000,1207223,2.25,13,9,-280593,-202020,1,4760,37,237792,1094376,436698,112847,9,3,360878,1367281,-272906,0,0,1.48,7,1.25,REJECT: sells tokens it never bought
6003,2.90000000000000000,19283,1148696,389364,3.21,,2024-01-20 22:23:50.000 UTC,2026-08-11 09:24:04.000 UTC,1194121,24,17,3,6,0.24000000000000000,45424,0,2.01,0,595086,Bg2nnVVBFwWnTkeonfS2fMUdMisStxVnj4i5WSosMZes,0.35000000000000000,1209193,1.37,87,60,-186427,-47587,11,16240,256,389364,1080470,868432,128723,84,0,0,1148696,-68227,0,0,4.12,12,1.06,pass
5347,4.40000000000000000,5359,943813,252522,1,,2024-03-18 08:03:44.000 UTC,2025-10-30 23:19:48.000 UTC,2141941,20,6,2,4,0.17000000000000000,1198128,0,3.97,0,539402,5dDDSix4JDnGGRYxntQKpbnWzMyedu9euxy4Jc8D44yF,0.67000000000000000,999712,0.46,406,319,-1498983,-735414,169,1250196,1777,735414,996793,2170812,2919,404,1,1444,943813,52980,0,0,7.38,21,0.95,REJECT: trades too often
16080,5.60000000000000000,10900,56769,129697,0.68,,2024-01-01 18:20:37.000 UTC,2025-07-01 12:53:10.000 UTC,71236,13,6,7,3,0.00000000000000000,14467,0,0.26,0,273154,4xKhvKveunZpTV27e9SU4xDozG1hjEnH8yMRkG53HeEw,0.50000000000000000,971279,0.68,108,50,-286634,-30116,16,44640,603,129697,989296,1345517,-18016,101,3,19862,468629,520667,0,0,1.65,14,0.47,REJECT: size went into losers
11390,5.50000000000000000,24465,991610,217724,2.15,,2024-03-16 09:45:46.000 UTC,2025-12-18 01:47:41.000 UTC,1400589,20,13,6,5,0.31000000000000000,408979,0,2.61,0,537120,6LLnmHNEe8P9if1NqtzJJxLwtkxJMcDxNcu9cYZNNUhi,0.38000000000000000,1144915,0.72,105,75,-579337,-297836,16,53490,574,386779,978906,1229672,166010,99,0,0,991610,-12705,0,0,3.27,16,1.01,pass
8749,5.30000000000000000,54543,946618,118358,6.23,,2024-12-11 23:36:19.000 UTC,2025-02-02 17:51:01.000 UTC,1010353,40,4,2,4,0.00000000000000000,63735,0,3.79,0,266932,5qmnGdhcJGPFQrFhVHPiLuNdi7p2RVoDt9yu3UxzWSFJ,1.00000000000000000,1007339,3.47,7,2,-11214,-11213,0,0,37,118358,962411,221839,44929,5,0,0,946618,15793,0,0,0.98,12,0.98,pass
16164,3.20000000000000000,35326,447520,561006,2.19,,2024-04-07 02:30:32.000 UTC,2026-05-26 00:10:31.000 UTC,1385958,6,24,20,16,0.29000000000000000,938438,0,0.5,0,2788457,6ESX8sgqEgygfvxCV9uzky4QEm5mvGJ1mdzrnusHxe8B,0.67000000000000000,932434,0.19,229,166,-1023572,-96856,93,380011,742,561006,949005,4388484,-16570,209,2,3754,447520,501485,-92283,8,2.99,16,0.47,pass
84472,6.70000000000000000,175134,356695,310420,2.07,,2024-01-17 19:42:58.000 UTC,2025-01-23 02:24:37.000 UTC,488163,8,19,5,8,0.05000000000000000,131468,0,0.22,0,2185097,H7Fr5kNSdJhuV5Wo97ByB1VLCwoJ3tzJ8Eyo47Ghxzkp,0.42000000000000000,1641790,0.3,48,33,-1011660,-119159,10,209800,320,765529,930538,3555241,711252,43,1,11482,1373747,-443210,0,0,1.37,14,1.48,pass
19411,2.30000000000000000,17352,647182,46787,0.89,,2024-10-24 02:48:51.000 UTC,2025-02-12 15:44:26.000 UTC,975976,44,6,1,4,0.00000000000000000,328794,0,6.73,274,144966,5M71QiTxHjUa1DonU1izHm8JdfyduqcVsyBojzzisET,0.67000000000000000,950875,3.67,14,8,-126827,-46513,3,96303,32,46787,919351,240542,31523,13,0,0,647182,272170,0,0,0.74,4,0.7,REJECT: never sized up
7697,3.50000000000000000,32130,401812,264571,4.17,,2024-03-06 08:40:42.000 UTC,2026-01-21 08:18:20.000 UTC,1027386,6,17,6,12,0.12000000000000000,625574,0,1.01,0,1017300,ELcFWwNzKFXs8LHkkfhppEr6VXH4eBaCHvdszCCcoAPH,0.71000000000000000,906253,0.39,158,113,-423365,-49489,27,36332,560,264571,902583,2182948,3670,152,3,9034,401812,500771,511,2,2.24,12,0.45,pass
76369,9.30000000000000000,314179,377583,860346,4.11,,2024-03-08 10:40:49.000 UTC,2025-08-14 16:20:16.000 UTC,647989,55,6,1,4,0.17000000000000000,270406,0,0.3,43822,2127501,CcdrVnUYLWNamMqiSjxZBuxXHPehtKiqDTZavQKRDcrW,0.67000000000000000,644754,0.29,10,4,-230372,-220276,1,1002,93,860346,865030,1910604,-220276,9,0,0,377583,487447,0,0,1.33,13,0.44,pass
104514,3.00000000000000000,40078,2254541,1144363,0.38,,2024-11-05 05:46:52.000 UTC,2025-01-07 09:06:53.000 UTC,2787532,32,4,2,3,0.00000000000000000,532991,0,2.08,0,1337554,CBrgnrNz49YipQqPxFRRtmfx7LdvinCzVZt4PkYJP1BM,0.75000000000000000,2575291,1.42,21,15,-1425939,-1144363,4,1185487,62,1144363,859538,1712200,1715753,19,2,976322,2254541,-1395004,0,0,2.76,6,2.62,REJECT: sells tokens it never bought
35329,10.10000000000000000,92127,640511,501813,2.61,,2024-04-12 14:53:23.000 UTC,2025-02-18 05:52:59.000 UTC,874219,14,8,2,7,0.13000000000000000,233709,0,0.72,0,1210586,6eu5LKnaQabqfCuA7NqAKRYEfifHh5YkJkCp5pJxzTSY,0.88000000000000000,886543,0.57,23,10,-93340,-34408,0,0,233,501813,845134,1436831,41409,21,0,0,640511,204624,0,0,1.61,9,0.76,pass
7950,4.60000000000000000,60248,732401,1440014,7.58,,2024-01-29 16:48:59.000 UTC,2025-08-09 09:34:40.000 UTC,1004457,7,14,13,10,0.29000000000000000,272056,0,0.55,0,1834585,AmYM64sdVfDTCKKxjirktBzGpam9na4yd7eEiewehFPW,0.71000000000000000,1082136,0.4,99,62,-244769,-73838,10,27929,453,1440014,837550,2345648,244587,86,2,2465,732401,105148,0,0,5.25,12,0.87,pass
20548,6.90000000000000000,98588,939715,697238,4.8,,2024-12-07 08:50:17.000 UTC,2025-06-05 20:45:36.000 UTC,1264113,16,5,3,4,0.20000000000000000,324399,0,1.02,0,1236397,3pqCqs7n9ErmmKDeFGtK3VdTc3dXF7gojsF7UUAU6UXu,0.80000000000000000,1092640,0.58,39,25,-271681,-85535,9,24430,268,697238,821950,1510507,270690,36,2,11242,939715,-117765,0,0,2.55,8,1.14,pass
4619,5.90000000000000000,44131,620035,477949,9.55,,2024-10-20 07:51:33.000 UTC,2026-04-24 02:55:31.000 UTC,858546,17,7,1,5,0.00000000000000000,238511,0,1.24,64,692365,FQ5YFztypZwMWKQhMWvuzEqPNGH2yuwCTiqStW2mrW1J,0.71000000000000000,812019,0.77,56,36,-77946,-21206,8,15146,329,477949,806449,1038328,5570,55,0,0,620035,186414,0,0,3.52,20,0.77,pass
49877,5.40000000000000000,153587,456826,928060,3.08,,2024-05-24 17:42:10.000 UTC,2025-02-05 07:01:43.000 UTC,921568,10,6,0,4,0.17000000000000000,464742,0,0.55,0,1663158,HFSrBa3TBXDh6vjXmxDaL3iKA4hKVA3Sr67fx5NfGxYE,0.67000000000000000,803468,0.36,24,14,-213328,-65240,1,21561,130,928060,803468,2234153,0,24,0,0,456826,346642,0,0,2.04,10,0.57,pass
35408,7.00000000000000000,127153,1278029,1188137,3.59,,2024-03-06 06:39:39.000 UTC,2026-06-11 18:43:49.000 UTC,1473162,18,12,15,6,0.25000000000000000,195133,0,0.6,45308,2441948,GFwKJmp7vf6LhQF2W8bJxaBeHhbf8FSwGe9MdDZ8Naad,0.50000000000000000,1947743,0.53,61,43,-739417,-113867,16,315566,425,1188137,798249,2135640,1149494,46,13,360661,1278029,-479780,-16066,1,2.66,15,1.6,REJECT: sells tokens it never bought
20300,6.90000000000000000,724617,657763,2773184,35.7,,2024-03-14 05:16:34.000 UTC,2025-07-22 02:15:38.000 UTC,806970,14,6,1,4,0.17000000000000000,149208,0,0.26,0,3045881,Cxz6dMjGekUx5p3UCgVpH5KfVDTYZQYbuYRjTAfCg1RS,0.67000000000000000,799485,0.26,12,8,-37907,-17548,2,3415,83,2773184,782908,3046456,16576,11,0,0,657763,125146,0,0,2.98,18,0.84,pass
29925,7.00000000000000000,143694,493595,1452564,4.8,,2024-03-26 00:05:04.000 UTC,2025-02-03 16:04:24.000 UTC,970851,7,13,6,6,0.31000000000000000,477257,0,0.45,0,2138185,JE9L5mY7QUBvs3QbnJTqwgnHHG46Kkrxn3C41Zzd6ap1,0.46000000000000000,967565,0.38,36,23,-193603,-62626,1,189,253,1452564,740216,1009931,227349,30,2,5115,493595,246622,0,0,3.34,16,0.67,pass
4192,3.10000000000000000,14405,404843,596707,3.44,,2024-01-10 22:30:26.000 UTC,2025-10-25 19:10:47.000 UTC,677324,6,7,13,4,0.29000000000000000,272481,0,0.56,34,1212892,5z7atUKAymgT7hX5sg6jyHD14j13M8XoENGGQQPmFZu6,0.57000000000000000,710241,0.44,186,105,-136280,-54702,48,32236,577,596707,693211,1532645,17030,173,7,18234,404843,288368,0,0,5.68,17,0.58,pass
57151,3.40000000000000000,92020,532266,363741,1.61,,2024-10-31 04:53:40.000 UTC,2025-02-03 22:43:26.000 UTC,1066618,28,6,3,5,0.00000000000000000,534351,0,1.19,0,898583,D8YvsyB39r1Crv8sYwLiZqrq5tGBUfhMv6nNBcaBbhVe,0.83000000000000000,761524,0.4,27,16,-611923,-204532,5,112036,91,363741,681360,1607276,80164,24,1,36644,532266,149094,0,0,1.41,6,0.78,pass
32523,5.40000000000000000,105254,940461,513523,3.24,,2024-09-21 03:44:33.000 UTC,2025-01-15 06:42:15.000 UTC,1191510,9,10,2,3,0.00000000000000000,251048,0,0.79,0,1515025,B6vF2juHSPCTESDLLYLPs9pwTBuU65JPwHpGCaY215f4,0.30000000000000000,655254,0.28,58,52,-875373,-128506,9,328485,316,513523,651886,2314430,3368,56,0,0,940461,-288576,0,0,2.39,16,1.44,pass
16073,8.10000000000000000,25538,722827,173237,1.59,,2024-03-14 02:45:52.000 UTC,2025-03-08 13:02:23.000 UTC,861397,6,23,11,8,0.22000000000000000,138570,0,0.9,0,953520,F1yMmDsxdvgktBSL5bsEgensec3TwM46mwSdFuazg715,0.35000000000000000,620200,0.24,137,101,-744008,-61795,11,151856,1116,173237,639667,2276705,-19468,126,1,7175,722827,-83160,0,0,1.34,14,1.13,pass
59893,4.00000000000000000,105703,703802,333998,1.76,,2024-01-26 18:24:27.000 UTC,2025-01-20 23:01:10.000 UTC,717010,5,4,1,3,0.25000000000000000,13208,0,0.8,0,894964,DXEz1dXEdKLHUPuNcUmr9jAwqZHQS5okHJX7PWyWnZ4r,0.75000000000000000,632523,0.51,16,10,-159710,-72050,3,76056,64,333998,632534,1207976,-11,15,0,0,703802,-71268,0,0,1.33,10,1.11,pass
1250,3.80000000000000000,3768,29084,38210,3.01,,2024-09-04 01:27:58.000 UTC,2024-12-05 19:56:33.000 UTC,44254,5,3,15,3,0.33000000000000000,15170,0,0.62,0,70889,9DNRNAvK71Npg9XSXRZNRgHbbS6A9dmZjVDXXgAgK7Qg,1.00000000000000000,922148,1.07,505,413,-387124,-13102,228,247769,1922,38210,631111,766391,291037,490,0,0,151716,479395,0,0,2.16,19,0.24,REJECT: trades too often
65214,8.60000000000000000,101581,780760,308935,1.56,,2024-03-03 11:58:34.000 UTC,2024-05-01 23:56:15.000 UTC,814269,5,8,1,3,0.25000000000000000,33510,0,0.91,0,893802,ErRTh5mF3SDrZrjadHgCKzV5CjzVydDwgtiFXC5gtVbJ,0.38000000000000000,556139,0.47,16,12,-499223,-95810,2,156762,137,308935,629989,1043508,-73851,15,1,48619,780760,-150770,0,0,0.98,10,1.24,pass
11353,4.10000000000000000,534360,501228,2662682,47.07,,2024-03-14 10:28:43.000 UTC,2024-07-21 18:47:11.000 UTC,654236,22,4,0,4,0.25000000000000000,153008,0,0.2,0,3197999,8sgz6oogFMddudauigDVgG8DurL3jt6nXEo31172ESge,1.00000000000000000,622107,0.19,10,4,-38047,-31553,3,37991,41,2662682,622107,3251574,0,10,2,297270,501228,120879,0,0,2.42,12,0.81,REJECT: sells tokens it never bought
32693,4.30000000000000000,40802,932737,246330,1.25,,2024-07-22 17:23:46.000 UTC,2025-01-23 00:32:46.000 UTC,1227974,5,5,1,4,0.00000000000000000,295236,0,2.75,0,447269,2GTxgLAsbHPGUWSuj7n2kb7JpW2xQhzfXv3ukqpEjdDi,0.80000000000000000,608909,0.24,74,54,-768746,-244432,9,56877,319,715937,610234,2580135,-1325,73,1,1163,932737,-322503,0,0,2.98,11,1.53,pass
129018,8.30000000000000000,729389,1287538,3185325,5.65,,2024-04-05 23:09:49.000 UTC,2026-07-14 19:01:41.000 UTC,1711218,10,12,10,5,0.25000000000000000,423681,0,0.27,980137,6379257,3XrqaGdaurstgTjbjoX4FpFUX3aSh3Abig99RkPGK1rG,0.42000000000000000,2686457,0.2,29,13,-905777,-149840,6,481995,240,3185325,601528,3668954,2084928,19,16,1085799,479347,122181,1448819,3,1.69,17,0.8,REJECT: sells tokens it never bought
53630,3.50000000000000000,154317,1601079,1370405,2.88,,2024-10-27 03:07:21.000 UTC,2025-11-01 15:22:28.000 UTC,1806520,12,13,3,7,0.08000000000000000,205442,0,0.63,0,2879821,49FdcRN79WmjmYz46eJKPDPQRgMSjLzHJTJ3daNj3WGm,0.54000000000000000,514283,0.1,71,59,-1856471,-223729,30,430614,252,1370405,595264,4725478,-80981,68,0,0,1601079,-1005815,-63474,5,2.47,14,2.69,pass
89792,7.90000000000000000,183386,1317259,1221275,2.04,,2024-11-03 07:28:52.000 UTC,2025-06-13 19:08:56.000 UTC,1501309,5,9,4,4,0.11000000000000000,184050,0,0.55,0,2752563,9kzuv2pw4RGyYxVrrtTJhFMskfgdMf4D7H2HnyovKrq2,0.44000000000000000,568419,0.12,42,32,-1100629,-584924,2,19727,330,1221275,581833,4626253,-13414,38,0,0,1317259,-735426,0,0,2.39,14,2.26,pass
118079,6.10000000000000000,469691,1332623,1429688,3.98,,2024-05-16 21:10:01.000 UTC,2025-10-11 13:31:49.000 UTC,1877481,121,10,2,5,0.30000000000000000,544858,0,0.49,0,3815312,ELv8zALMc8EVmAEcEBvq34uCXc59rNcFjrUh83h5fmHq,0.50000000000000000,1729255,0.43,16,10,-783999,-423780,5,612680,97,1429688,540736,2599833,1188519,14,2,35613,918174,-377438,0,0,1.58,10,1.7,pass
24404,4.70000000000000000,31606,807230,187723,1.3,,2024-03-26 17:42:14.000 UTC,2025-02-06 15:50:29.000 UTC,1036810,6,14,3,8,0.14000000000000000,229580,0,0.94,0,1108319,5eUordLr8kgNENy1xa8Cjv7LwqHij2nNgZjsENY9fyGD,0.57000000000000000,632562,0.24,99,71,-877330,-80548,6,59247,467,187723,537479,2488804,95083,96,1,15157,807230,-269750,0,0,1.41,15,1.5,pass
3808,4.10000000000000000,4065,427440,33447,1.07,,2024-01-12 02:56:03.000 UTC,2024-07-21 18:50:28.000 UTC,566220,5,5,2,5,0.20000000000000000,138781,0,7.04,0,80405,D2CXJuoes9AA2tiWKn7X3RvzRY4YRrxVNCDZDetVLYWR,1.00000000000000000,534689,0.25,554,348,-698746,-55884,71,191339,2286,78634,535873,2148209,-1184,552,1,2812,427440,108433,0,0,1.84,13,0.8,REJECT: trades too often
20099,8.20000000000000000,48758,210712,366387,2.43,,2024-03-15 10:55:22.000 UTC,2024-11-10 15:42:42.000 UTC,398516,12,12,6,8,0.08000000000000000,187804,0,0.42,0,955015,PeZVzFieqdGcwaYUT4oFCKE28DXA4BdFDCPWkavxxsK,0.67000000000000000,970567,0.43,71,42,-377645,-55990,19,220013,580,534070,528870,1712972,441697,65,0,0,210712,318158,0,0,2.52,23,0.4,pass
27657,3.80000000000000000,171955,269724,203662,6.22,,2024-12-29 10:07:21.000 UTC,2025-01-23 00:22:41.000 UTC,497887,6,7,0,7,0.14000000000000000,228163,0,0.45,0,1100891,82qDmg3SgzdXMhNUKhogPaURjNsw5XGA2bk8Pj5PhnJj,1.00000000000000000,517060,0.34,13,5,-37762,-23909,0,0,50,274745,517060,1513920,0,13,0,0,269724,247336,0,0,0.73,10,0.52,pass
43102,7.20000000000000000,68050,568489,454174,1.58,,2024-07-19 06:31:02.000 UTC,2025-03-11 15:08:48.000 UTC,917861,5,14,7,9,0.29000000000000000,349373,0,0.55,0,1664951,7vvLmoG12Zcj9pRYrcFb41naLfgTTzWXmv9MDREyx2Z2,0.64000000000000000,533521,0.19,54,32,-867313,-162720,9,330556,389,454174,500543,2506645,32978,47,1,7870,568489,-67946,0,0,1.55,12,1.14,pass
15344,6.40000000000000000,33743,65879,30070,2.2,,2025-02-18 14:51:18.000 UTC,2025-09-18 10:35:18.000 UTC,166267,5,12,1,10,0.17000000000000000,100388,0,0.67,0,249077,8jfFXqcaEfkG9C1AHzNEhHYojfHki5BLyGayZQzzR3oQ,0.83000000000000000,559422,0.75,28,11,-37713,-10663,1,250,178,290237,495940,722457,63482,27,0,0,367063,128876,0,0,1.95,12,0.74,pass
36515,6.70000000000000000,34679,509141,816824,0.95,,2024-03-17 21:01:59.000 UTC,2026-06-18 21:45:57.000 UTC,553076,8,11,13,5,0.09000000000000000,43935,0,0.33,0,1681346,9vuf62XM3nf1TqceYYfd5RUawZ1rvmVYJJRmhc5e9Lgt,0.45000000000000000,581008,0.17,92,71,-810438,-152184,17,78939,614,816824,483746,2869251,97262,79,3,54244,509141,-25395,-21202,6,2.63,17,1.05,REJECT: size went into losers
9345,3.50000000000000000,18716,403070,190435,2,,2024-01-24 01:41:21.000 UTC,2025-09-09 23:02:02.000 UTC,616992,6,22,2,14,0.14000000000000000,213921,0,0.65,0,953838,FhAxeqEV1oDC5S7SHN3sz56WPWgJKFDMX2YZpvhZ6S47,0.64000000000000000,467461,0.13,313,233,-1522185,-139413,145,893451,1110,201269,481150,3639230,-13689,311,0,0,403070,78080,-6751,1,1.89,19,0.84,REJECT: trades too often
4490,6.80000000000000000,8595,34535,68029,1.91,,2024-07-15 23:58:03.000 UTC,2024-12-30 01:41:36.000 UTC,64634,10,6,0,4,0.00000000000000000,30099,0,0.48,0,133625,5UER9V4DocC9owBWPKBy8syFCuA81L6dy5dPHcfErDxd,0.67000000000000000,470077,0.31,269,193,-378091,-26665,40,93072,1824,131605,470077,1519787,0,269,0,0,316295,153782,-149,1,2.42,12,0.67,REJECT: trades too often
19146,3.70000000000000000,68035,483393,1047527,3.55,,2024-01-12 02:04:29.000 UTC,2025-02-21 20:02:14.000 UTC,1035757,6,15,7,8,0.27000000000000000,552364,0,0.32,0,3222366,3KZxsH4Zq4GGGZ2J8XNDUFxM7iijN2qULTp5EjcjgoH1,0.53000000000000000,472274,0.06,265,216,-1282962,-74722,56,134970,974,1047527,463258,7448962,9016,258,1,1676,483393,-20135,5947,3,3.07,15,1.04,REJECT: trades too often
25727,3.50000000000000000,49104,936686,684684,1.91,,2024-09-25 02:49:53.000 UTC,2026-02-16 16:44:30.000 UTC,2131381,75,6,9,4,0.00000000000000000,1194694,0,2.22,0,961866,9YgRrhnZdP9SWszUVmskkNfjZLuEfuYmpU4rd3YN7jPU,0.67000000000000000,1734197,1.05,46,26,-459566,-223121,7,193308,163,684684,442967,1035969,1291230,37,8,645920,641358,-198391,1236,3,3.12,10,1.45,REJECT: sells tokens it never bought
15089,7.50000000000000000,44028,88544,211972,2.92,,2024-07-06 18:10:24.000 UTC,2025-05-04 15:28:28.000 UTC,216326,5,8,4,4,0.25000000000000000,127782,0,0.59,0,363772,Et6fzGoTdSVM6xRgaTS2m8Tf5P8qLYCnNzLWu4jE6eqP,0.50000000000000000,442764,0.23,89,68,-514562,-49914,17,74745,670,228148,430480,1896226,12284,85,1,4191,362813,67667,0,0,1.61,14,0.84,pass
1924,3.00000000000000000,1430,23305,50771,0.74,,2024-01-28 17:16:29.000 UTC,2024-11-02 06:08:42.000 UTC,50048,24,8,15,5,0.25000000000000000,26744,0,0.31,0,162515,FR6D4oNcsSAzRT185QTnJY5Qq6d4uuKbVDEJNgTnMWWi,0.63000000000000000,485641,0.15,1815,1148,-1069548,-54975,186,252088,5472,55085,422377,3060331,63265,1800,13,184550,683646,-261269,-515,1,2.38,24,1.62,REJECT: sells tokens it never bought
4749,6.90000000000000000,91257,394379,389866,19.22,,2024-01-15 10:16:59.000 UTC,2025-10-31 10:32:03.000 UTC,462252,7,5,2,4,0.00000000000000000,67874,0,0.76,0,605584,DQdEiEmyqUiL5Bi6o7pkbZubkYVDp1LBtf7EPhxtfpLY,0.80000000000000000,474747,0.72,12,5,-4514,-4052,0,0,83,389866,415888,563790,58859,10,1,9520,394379,21509,0,0,1.9,15,0.95,pass
8701,4.70000000000000000,26165,335564,75167,3.01,,2024-10-14 21:29:11.000 UTC,2025-10-30 19:53:08.000 UTC,468696,33,7,1,4,0.00000000000000000,133132,0,2.39,0,196214,E18Z2CC42kDaGbkMHSeDskHL8UcgDq27CfsdhHfUJCcr,0.57000000000000000,410729,1.1,31,25,-84485,-19069,4,2868,145,75167,412663,370754,-1934,30,0,0,335564,77100,0,0,1.28,15,0.81,pass
38218,7.60000000000000000,520257,936949,1680739,13.61,,2024-03-07 06:32:56.000 UTC,2025-01-20 23:29:04.000 UTC,1334709,102,4,2,3,0.25000000000000000,397760,0,0.63,0,2118800,An8L1yBa5Qq1D3P2WgMsKYBNuyiqqrrVuCDLhsWc6mzG,0.75000000000000000,1472059,0.69,5,1,-38218,-38218,1,38218,38,1680739,397760,438061,1074299,3,2,116395,435798,-38038,0,0,1.52,13,1.1,REJECT: too few reconciled positions
55348,3.30000000000000000,149102,385270,329283,2.69,,2024-12-07 21:29:37.000 UTC,2025-09-14 10:34:18.000 UTC,686680,29,9,0,5,0.00000000000000000,301410,0,0.59,94,1168383,gHBS7PwSsXn3whdiAc2WWhbT3dDTqkooMG4TJWBuLVw,0.56000000000000000,375020,0.2,21,13,-590811,-195681,8,421556,70,329283,375020,1912348,0,21,4,137558,385270,-10249,0,0,1.09,10,1.03,REJECT: sells tokens it never bought
4086,3.50000000000000000,10008,103634,109588,2.45,,2024-01-27 21:03:31.000 UTC,2025-02-12 03:19:04.000 UTC,113958,9,5,13,3,0.20000000000000000,10325,0,0.35,6,323097,82w9PVKPncAqWr6YzmYvzRiT6SoRBvYnmYsgx8V7cMJi,0.60000000000000000,355094,0.32,230,199,-577354,-33828,140,396126,805,109588,361960,1008140,-6141,216,6,16128,331523,30437,0,0,2.38,11,0.92,pass
